Date,close,high,low,open,volume
2012-01-03,12.345173835754395,12.383299859664218,12.278229440499182,12.290237763246163,302220800
2012-01-04,12.411515235900879,12.448741028681424,12.286631911776338,12.308246086606042,260022000
2012-01-05,12.549309730529785,12.564919747504229,12.388401422244165,12.456848056012088,271269600
2012-01-06,12.680497169494629,12.691004049873724,12.585033419545312,12.601544460604915,318292800
2012-01-09,12.660382270812988,12.84110347974764,12.648974366746572,12.773558683413144,394024400
2012-01-10,12.705713272094727,12.788569082517375,12.653477878143871,12.785866809520716,258196400
2012-01-11,12.684998512268066,12.694004752311224,12.587733524672469,12.688900815475018,215084800
2012-01-12,12.650177955627441,12.695508171334989,12.570924629141226,12.676896072793966,212587200
2012-01-13,12.602746963500977,12.621960281447835,12.568224235250831,12.599445876914478,226021600
2012-01-17,12.749545097351074,12.788271538041474,12.697309694157783,12.734534693668031,242897200
2012-01-18,12.881930351257324,12.892737037180728,12.797573910852924,12.817386836398718,276791200
2012-01-19,12.841103553771973,12.949775644537114,12.803878562964162,12.913151871359767,261738400
2012-01-20,12.617454528808594,12.833599507759555,12.600943487428601,12.833299700531505,413974400
2012-01-23,12.830899238586426,12.862120877656666,12.677496523153627,12.688603820857162,306062400
2012-01-24,12.620755195617676,12.761549938063125,12.594938109951226,12.761549938063125,547638000
2012-01-25,13.408782005310059,13.642637998957532,13.320823075214344,13.64233819180284,958314000
2012-01-26,13.347846031188965,13.47272857675306,13.303116232425712,13.459820832533882,323985200
2012-01-27,13.427396774291992,13.463420933666773,13.322026569054282,13.339137223093195,299709200
2012-01-30,13.599411010742188,13.626129121603269,13.370658128907822,13.380263983166698,379341200
2012-01-31,13.703582763671875,13.756417776969124,13.601213823175966,13.676864648162889,391683600
2012-02-01,13.694876670837402,13.778933318358819,13.675664959623205,13.761522053751778,270046000
2012-02-02,13.66275691986084,13.72429756957174,13.628534001827003,13.686172347476516,186796400
2012-02-03,13.79964542388916,13.809252079833152,13.675962935104227,13.728198325176194,286599600
2012-02-06,13.928433418273926,13.958754030445586,13.755218584357563,13.760621527622076,249412800
2012-02-07,14.074332237243652,14.10195137800257,13.946745819318618,13.966860159596168,316223600
2012-02-08,14.3099946975708,14.313295784707886,14.100453421882207,14.124470073321518,407890000
2012-02-09,14.805025100708008,14.912497202308238,14.426471080158114,14.432475242530835,884214800
2012-02-10,14.81253433227539,14.938618573310388,14.666335740465055,14.73868551787927,631302000
2012-02-13,15.088113784790039,15.125038177129777,14.922701934203102,14.995951104331102,517216000
2012-02-14,15.294045448303223,15.29704672648148,15.070095906460404,15.149948824315329,460398400
2012-02-15,14.940109252929688,15.799282836530246,14.916692229174949,15.43814186002076,1506120000
2012-02-16,15.076399803161621,15.156853938226407,14.6086861933351,14.75488467331642,944552000
2012-02-17,15.073700904846191,15.24331483449712,15.019063845007505,15.103420297382057,535805200
2012-02-21,15.45585823059082,15.45585823059082,15.13374180900189,15.21659762697325,605595200
2012-02-22,15.401520729064941,15.475069695566614,15.282340140011323,15.402721561237362,483302400
2012-02-23,15.502083778381348,15.545313725881583,15.295245698463665,15.462757736910005,568027600
2012-02-24,15.682811737060547,15.697521533067269,15.569636891293742,15.600557122986999,415072000
2012-02-27,15.783376693725586,15.865631289278388,15.498785893569995,15.649786124103963,547582000
2012-02-28,16.073070526123047,16.073070526123047,15.786078063569002,15.849420755212613,600387200
2012-02-29,16.28411102294922,16.43931657230856,16.08177641960652,16.257694319231575,952011200
